market_constraint,dayzer_constraint,pano_constraint
BROADFO2 138 KV BROADFO2-SALTVILL 2 | L138.WOLFHILL-SPRINGCREEK-SOUTHABINGDON,BROADFO2_138 KV_BRO-SAL2:L138.Wolfhill-SpringCreek-SouthAbingdon,BROADFO2 138KV - SALTVILL 138KV (BROADFO2 138 KV BRO-SAL2) | L138.Wolfhill-SpringCreek-SouthAbingdon
EMILIE-ROLL PE 130-39 A 138 KV | L230.PLEASANTVALLEY-ROCKTOWN.Z-2357,ROLL PE_138 KV_ROL-STE:L230.PleasantValley-Rocktown.Z-2357,EMILIE 138KV - ROLL PE 138KV (EMILIE 138 KV EMI-ROL) | L230.PleasantValley-Rocktown.Z-2357
CHARLTSV 230 KV CHARLTSV-PROFITDP 2054B1 | L500.ELMONT-LADYSMITH.574,CHARLTSV_230 KV_2054B1:L500.Elmont-Ladysmith.574,CHARLTSV 230KV - PROFITDP 230KV (CHARLTSV 230 KV 2054B1) | L500.Elmont-Ladysmith.574
CHARLERO 138 KV CHARLERO-GORDEN | L500.CABOT-CRANBERRY,CABOT_138 KV_CAB-CAB:L500.Cabot-Cranberry,YUKON 138KV - CHARLERO 138KV (CHARLERO 138 KV CHA-YUK) | L500.Cabot-Cranberry
MIDDLJCT 230 KV MIDDLJCT-SLEBANON 1004 | L230.BERKS-SOUTHLEBANON.1074,MIDDLJCT_230 KV_MID-SLE:L230.Berks-SouthLebanon.1074,SLEBANON 230KV - MIDDLJCT 230KV (MIDDLJCT 230 KV MID-SLE) | L230.Berks-SouthLebanon.1074
WHITAKER115 KV  1001B | L230.CAROLINA-LAKEVIEW.2141,WHITAKER_115 KV_1001B:L230.Carolina-Lakeview.2141,HALIFXDP115 KV  1015A | L230.Carolina-Lakeview.2141
BOSSERMN138 KV  BOS-TRA | L138.BOSSERMAN-MICHIGANCITY,,BOSSERMN138 KV  BOS-OLI | Michigan City-Bosserman 138
CHAUNCYT138 KV  CHA-LOG1 | ACTUAL,CHAUNCYT_138 KV_CHA-LOG1:ACTUAL,
CONCRDDP_69KVCON-LAU_1_LN | 230/69.COOLSPRINGS.AT20,CONCRDDP_69 KV_CON-LAU:230/69.CoolSprings.AT20,LAURELDP 69KV - CONCRDDP 69KV (CONCRDDP 69 KV CON-LAU) | 230/69.CoolSprings.AT20
CHALKPT 230 KV  T4 | ACTUAL,CHALKPT_230 KV_T4:ACTUAL,CHALKPT 230KV - CHALKPT 69KV (CHALKPT 230 KV T4) | BASE
BAYLY   69 KV   BAY-WES | L69.TODD-VIENNALOCAL-VIENNA.6702,BAYLY_69 KV_BAY-WES:ACTUAL,WCAMBRID 69KV - BAYLY 69KV (BAYLY 69 KV BAY-WES) | L69.Todd-ViennaLocal-Vienna.6702
11 FISK 138 KV  TR75R 12 | L138.11FISK-840QUARRY-126STATE.1106 + 11FISK.TR71,11 FISK_138 KV_TR75R 12:L138.11Fisk-840Quarry-126State.1106 + 11Fisk.TR71,11 FISK 138KV - 11 FISK 12KV (11 FISK 138 KV TR75R 12) | L138.11Fisk-840Quarry-126State.1106 + 11Fisk.TR71
FRONTST 230 KV  FRO-ROS | L230.ROSELAND-WHIPPANY.A-941,FRONTST_230 KV_FRO-ROS:L230.Roseland-Whippany.A-941,FRONTST 230KV - ROSELAND 230KV (FRONTST 230 KV FRO-ROS) | L230.Roseland-Whippany.A-941
CLBHOUSE 230 KV CLBHOUSE TX1 XFORMER | L500.BEDINGTON-BLACKOAK,CLBHOUSE_230 KV_TX1:L500.Bedington-BlackOak,CLBHOUSE 115KV - CLBHOUSE 230KV (CLBHOUSE 230 KV TX1) | L500.Bedington-BlackOak
BOONETWN230 KV  BOO-NBO | ACTUAL,BOONETWN_230 KV_BOO-NBO:ACTUAL,
BAGLEY 230 KV BAGLEY -RAPHAERD BAG-RAP | L500.BRIGHTON-CONASTONE.5011,BAGLEY_230 KV_BAG-RAP:L500.Brighton-Conastone,BAGLEY 230KV - RAPHAERD 230KV (BAGLEY 230 KV BAG-RAP) | L500.Brighton-Conastone.5011
ETOWANDA_230KVETO-HIL_1_LN | L230.EASTTOWANDA-CANYON-NMESHOPPEN,ETOWANDA_230 KV_ETO-HIL:L230.EastTowanda-Canyon-NMeshoppen,ETOWANDA 230KV - HILLSIDE 230KV (ETOWANDA 230 KV ETO-HIL) | L230.EastTowanda-Canyon-NMeshoppen
CHINQUPN230 KV  GSU | ACTUAL,,CHINQUPN230 KV  GSU | L230.Tosco-VFT St.2271
CHARLERO 138 KV CHARLERO-GORDEN | ACTUAL,CHARLERO_138 KV_CHA-GOR:ACTUAL,
WMILTON 345 KV  BK-E | L765.MARYSVILLE-SORENSON,WMILTON_345 KV_BK-E:L765.Marysville-Sorenson,WMILTON 345KV - WMILTON 138KV (WMILTON 345 KV BK-E) | L765.Marysville-Sorenson
NATRIUM2_138KVNAT-NEW_1_LN | ACTUAL,NATRIUM2_138 KV_NAT-NEW:ACTUAL,
TERMINAL345 KV  12 | ACTUAL,,
TANNERSC-DEARBORN1 TIE A 345 KV | L345.WESTMILTON-MIAMIFORT,TANNERSC_345 KV_TAN-DEA1:L345.WestMilton-MiamiFort,TANNERSC 345KV - DEARBORN 345KV (TANNERSC 345 KV TAN-DEA1) | L345.WestMilton-MiamiFort
CHARLTSV230 KV  233A1 | L500.ELMONT-CUNNINGHAM.553,CHARLTSV_230 KV_233A1:L500.Elmont-Cunningham.553,CHARLTSV230 KV  233A | 553 LINE: ELMONT-CUNNINGHAM & TX#2
DOEX530 345 KV  DOE-PIE1 | L765.KAMMER-BELMONT-MOUNTAINEER+765/500.BELMONT.T5,DOEX530_345 KV_DOE-PIE1:L765.Kammer-Belmont-Mountaineer+765/500.Belmont.T5,DOEX530 345KV - PIERCE 345KV (DOEX530 345 KV DOE-PIE1) | L765.Kammer-Belmont-Mountaineer+765/500.Belmont.T5
EWAYNESB 138 KV EWAYNESB-RINGGOLD RWA1 | L138.BEDINGTON-HARMONYJCT-MARLOWE-CHERRYRUN,RINGGOLD_230 KV_T3:L138.Bedington-Marlowe,RINGGOLD 138KV - EWAYNESB 138KV (EWAYNESB 138 KV EWA-RIN) | L138.Bedington-HarmonyJct-Marlowe-CherryRun
KEYWOOD 138 KV  KEY-WOL1 | L765.BAKER-BROADFORD,KEYWOOD_138 KV_KEY-WOL1:Baker - Broadford 765 kV,WOLFHILL 138KV - KEYWOOD 138KV (KEYWOOD 138 KV KEY-WOL1) | L765.Baker-Broadford
KILMER 230 KV KILMER-SAYREVIL LN1-SC1 | ACTUAL,SAYREVIL_230 KV_SAY-WOOD:ACTUAL,
GREENE  345 KV  BK-S | ACTUAL,GREENE_345 KV_BK-S:ACTUAL,GREENE 345KV - GREENE 138KV (GREENE 345 KV BK-S) | BASE
DOUBS   500 KV  DOU-GOO | L500.MTSTORM-VALLEY.550,DOUBS_500 KV_DOU-GOO:L500.MtStorm-Valley.550,DOUBS 500KV - GOOSECRE 500KV (DOUBS 500 KV DOU-GOO) | L500.MtStorm-Valley.550
CRES DUQ 345 KV CRESCENT-MANS FE 315 TIE | CLINTON (DUQ) 345/138 KV TRANSFORMER,CRES DUQ_345 KV_T1:Clinton (DUQ) 345/138 KV TRANSFORMER,CRES DUQ 345KV - CRES DUQ 138KV (CRES DUQ 345 KV T1) | Clinton (DUQ) 345/138 KV TRANSFORMER
11 FISK 138 KV  1111 | ACTUAL,11 FISK_138 KV_1111:ACTUAL,11 FISK 138KV - 90 DEKOV 138KV (11 FISK 138 KV 1111) | BASE
BUTL APS-CABOT BT-CAB-E     B  138 KV | DTX138.BUTLER.T61 (SCTNLZ F),,CABOT 138KV - BUTL APS 138KV (BUTL APS 138 KV BUT-CABE) | DTX138.Butler.T61 (Sctnlz F)
ALLENIM 138 KV  ALL-LOG | L345.DAVISBESSE-HAYES,ALLENIM_138 KV_ALL-LOG:L345.DavisBesse-Hayes,ALLENIM 138KV - LOGTOWN 138KV (ALLENIM 138 KV ALL-LOG) | L345.DavisBesse-Hayes
GROTTOES 115 KV GROTTOES-ELKTONDP 119C | L500.MTSTORM-MEADOWBROOK.5529,GROTTOES_115 KV_119C:L500.MtStorm-Meadowbrook (TRAIL),GROTTOES 115KV - ELKTONDP 115KV (GROTTOES 115 KV 119C) | L500.MtStorm-Meadowbrook.5529
GROTTOES 115 KV GROTTOES-ELKTONDP 119C | L500.MTSTORM-VALLEY.550,GROTTOES_115 KV_119C:L500.Mt Storm-Valley.550,GROTTOES 115KV - ELKTONDP 115KV (GROTTOES 115 KV 119C) | L500.MtStorm-Valley.550
BED-BLA CONTINGENCY 53 | 500/138.BEDINGTON.T4 + 500.CAP.2&3 (SCTNLZ),TRANSFER INTERFACE: BED-BLA:500/138.Bedington.T4 + 500.Cap.2&3 (Sctnlz),BED-BLA contingency 53 | 500/138.Bedington.T4 + 500.Cap.2&3 (Sctnlz)
AP SOUTH REACTIVE TRANSFER INTERFACE | L500.MTSTORM-VALLEY.550,NY TRANSFER INTERFACE,TRANSFER INTERFACE: AEP-DOM | L500.MtStorm-Valley.550
PLEASNTV TX3 XFORMER L 230 KV | L230.BRAMBLETON-BELMONT.201,,PLEASNTV 500KV - PLEASNTV 230KV (PLEASNTV 500 KV TX3) | L230.Brambleton-Belmont.201
LUMSPOND 138 KV LUMSPOND-REYBOLD | L500.CONASTONE-PEACHBOTTOM.5012,LUMSPOND_138 KV_LUM-REY:L500.Conastone-PeachBottom.5012,REYBOLD 138KV - LUMSPOND 138KV (LUMSPOND 138 KV LUM-REY) | L500.Conastone-PeachBottom.5012
ARGENTA-TOMPKINS 345 KV L/O ARGENTA-BATTLE CREEK 345 KV | ARGENTA-BATTLE CREEK 345 KV,ARGENTA2_345 KV_ARG-TOM:Argenta-Battle Creek 345 kV,ARGENTA2 345KV - TOMPKINS 345KV (ARGENTA2 345 KV ARG-TOM) | Argenta-Battle Creek 345 kV
FOSTORIA138 KV  FOS-IRNT | L138.FREMONTCENTER-FREMONT-WESTFREMONT,FOSTORIA_138 KV_FOS-IRNT:L138.FremontCenter-Fremont-WestFremont,FOSTORIA138 KV  FOS-MEL1 | L138.FremontCenter-Fremont-WestFremont
LOGTOWN 138 KV  LOG-NDEL | L345.EASTLIMA-MADDOXCREEK,LOGTOWN_138 KV_LOG-NDEL:L345.EastLima-MaddoxCreek,LOGTOWN 138KV - NDELPHOS 138KV (LOGTOWN 138 KV LOG-NDEL) | L345.EastLima-MaddoxCreek
KENNY   138 KV  KEN-ROB1 | ACTUAL,KENNY_138 KV_KEN-ROB1:ACTUAL,ROBERTS2 138KV - KENNY 138KV (KENNY 138 KV KEN-ROB1) | BASE
HARWGATE 115 KV HARWGATE-LOCKS 100J | L230.CHESTERFIELD-HOPEWELL.228,HARWGATE_115 KV_100J:L230.Chesterfield-Hopewell.228,LOCKS 115KV - HARWGATE 115KV (HARWGATE 115 KV 100J) | L230.Chesterfield-Hopewell.228
SBENDAEP138 KV  SBE-TWI1 | L138.STUDEBAKER-EASTSIDE,SBENDAEP_138 KV_SBE-TWI1:L138.Studebaker-EastSide,TWINBRAN 138KV - SBENDAEP 138KV (SBENDAEP 138 KV SBE-TWI1) | L138.Studebaker-EastSide
GLENBROO69 KV   GLE-SAL1 | L230.COLUMBIA-MONTOUR+230/69.COLUMBIA.T2,GLENBROO_69 KV_GLE-SAL1:L230.Columbia-Montour+230/69.Columbia.T2,GLENBROO 69KV - SALEMPL 69KV (GLENBROO 69 KV GLE-SAL1) | L230.Columbia-Montour+230/69.Columbia.T2
DUNE ACRES-MICHIGAN CITY 13483 L/O  WILTONCENTER DUMONT765 | L765.DUMONT-WILTONCENTER.11215,,
WESTWOOD-NW TAP 13806 138 KV L/O DEQUINE-EUGENE 345KV | L345.DEQUINE-EUGENE,WESTWOOD_345 KV_1:Eugene-Dequine 345 kV,WESTWOOD 345KV - WESTWOOD 138KV (WESTWOOD 345 KV 1) | Eugene-Dequine 345 kV
POLANDRD230 KV  2183A | L230.GOOSECREEK-ASHBURN-BEAUMEADE.227,POLANDRD_230 KV_2183A:L230.GooseCreek-Ashburn-Beaumeade.227,BRAMBLET 230KV - POLANDRD 230KV (POLANDRD 230 KV 2183A) | L230.GooseCreek-Ashburn-Beaumeade.227
NEWCOMER138 KV  NEW-SCO | L345.OHIOCENTRAL-MUSKINGUMRIVER,NEWCOMER_138 KV_NEW-SCO:L345.OhioCentral-MuskingumRiver,NEWCOMER 138KV - SCOSHOCT 138KV (NEWCOMER 138 KV NEW-SCO) | L345.OhioCentral-MuskingumRiver
NILESVAL-SABINSVL VM 1053 B 115 KV | ACTUAL,NILESVAL_115 KV_NIL-SAB:ACTUAL,NILESVAL-SABINSVL VM 1053   B  115 KV | BASE
PRGEORGE230 KV  TX1 | L230.CHESTERFIELD-HOPEWELL.228,PRGEORGE_230 KV_TX1:L230.Chesterfield-Hopewell.228,PRGEORGE 230KV - PRGEORGE 115KV (PRGEORGE 230 KV TX1) | L230.Chesterfield-Hopewell.228
WEFOSTOR138 KV WEF-02W1 | L345.FOSTORIACENTRAL-LALLENDORF,,WEFOSTOR138 KV  WEF-02W1 | L345.FostoriaCentral-Lallendorf
CHARLERO138 KV  CHA-YUK | L138.CHARLEROI-BELMON-SHEPLERJCT-MITCHELL-YUKON,CHARLERO_138 KV_CHA-YUK:L138.Charleroi-Belmon-SheplerJCT-Mitchell-Yukon,YUKON 138KV - CHARLERO 138KV (CHARLERO 138 KV CHA-YUK) | L138.Charleroi-Belmon-SheplerJCT-Mitchell-Yukon
WESTGLOW138 KV  WES-WUR | CLOVERDALE-JACKSONS FERRY 765KV,AXTONAEP_765 KV_. 1:Cloverdale-Jacksons Ferry 765kV,WESTGLOW 138KV - WURNO 138KV (WESTGLOW 138 KV WES-WUR) | Cloverdale-Jacksons Ferry 765kV
ALTAVSTA_T2_138TX4_XF | L500.DOOMS-LEXINGTON.555,ALTAVSTA_138 KV_TX4:L500.Dooms-Lexington.555,ALTAVSTA 115KV - ALTAVSTA 138KV (ALTAVSTA 138 KV TX4) | L500.Dooms-Lexington.555
BAYS_138KVBAY-WOL_1_LN | ACTUAL,BAYS_138 KV_BAY-WOL:ACTUAL,
DICKERSH230 KV  DIC-QUI4 | L500.BRIGHTON-DOUBS.5055,DICKERSH_230 KV_DIC-QUI4:L500.Brighton-Doubs.5055,DICKERSH230 KV  DIC-QUI2 | DOUBS BRIGHTON
CLOUD_115KVCLO-KERR_1_LN | L500.CLOVERDALE-LEXINGTON.566,CLOUD_115 KV_CLO-KERR:L500.Cloverdale-Lexington.566,KERRDAM 115KV - CLOUD 115KV (CLOUD 115 KV CLO-KERR) | L500.Cloverdale-Lexington.566
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT | L115.GLORY-SEWARD,ALLDAM6_138 KV_ALL-KIT:L115.Glory-Seward,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT) | L115.Glory-Seward
BIGGRAVE138 KV  BIG-KAM | ACTUAL,BIGGRAVE_138 KV_BIG-KAM:ACTUAL,
CLINTOCS138 KV  CLI-STC1 | ACTUAL,CLINTOCS_138 KV_CLI-STC1:ACTUAL,
HAMI APS 138 KV HAMI APS-WEIRTON 200I | L500.CABOT-CRANBERRY,CABOT_138 KV_CAB-CAB:L500.Cabot-Cranberry,WEIRTON 138KV - HAMI APS 138KV (HAMI APS 138 KV HAM-WEI) | L500.Cabot-Cranberry
BUREAU-LTVSTEEL BUR-LTVS    A  138 KV | ACTUAL,BUREAU_138 KV_BUR-LTVS:ACTUAL,BUREAU 138KV - LTVSTEEL 138KV (BUREAU 138 KV BUR-LTVS) | BASE
BETHESDA138 KV  BET-HAR5 | ACTUAL,BETHESDA_138 KV_BET-HAR5:ACTUAL,
SHERWOOD115 KV  91C | L500.DOOMS-VALLEY.549,SHERWOOD_115 KV_91C:L500.Dooms-Valley.549,
FOSTORIA345 KV  .  1 | L345.SOUTHBERWICK-FOSTORIACENTRAL,FOSTORIA_345 KV_. 1:L345.SouthBerwick-FostoriaCentral,FOSTORIA138 KV  FOS-MEL1 | L345.SouthBerwick-FostoriaCentral
EVRGREEN_230KVEVR-YARD_1_LN | L230.BUTTERMILK-BEAUMEADE.2152,EVRGREEN_230 KV_EVR-YARD:L230.Buttermilk-Beaumeade.2152,EVRGREEN 230KV - YARDRIDG 230KV (EVRGREEN 230 KV EVR-YARD) | L230.Buttermilk-Beaumeade.2152
PLANEBRO230 KV  PLA-TRE4 | L230.LENAPE-CONCORD.220-70,PLANEBRO_230 KV_PLA-TRE4:L230.Lenape-Concord.220-70,TREDYFFR 230KV - PLANEBRO 230KV (PLANEBRO 230 KV PLA-TRE4) | L230.Lenape-Concord.220-70
BEDINGTO 500 KV BEDINGTO-BLACKOAK 500KV | CALVERTCLIFFS.U1,BEDINGTO_500 KV_BED-BLA_CES:CalvertCliffs.U1(for TLC),
ST JOHN - GREENACRE 138 KV L/O ST JOHN - SCHAHFER 345 KV | L345.SCHAHFER-STJOHNS (NIPS),STJOHNS_345 KV_2:StJohns - GreenAcre 345 kV,STJOHNS 345KV - STJOHNS 138KV (STJOHNS 345 KV 2) | StJohns - GreenAcre 345 kV
TANGY 138 KV TANGY -BELLEP TAN-BEL1 | ACTUAL,TANGY_138 KV_TAN-BEL1:ACTUAL,TANGY 138KV - BELLEP 138KV (TANGY 138 KV TAN-BEL1) | BASE
BEDINGTO 500 KV BEDINGTO-BLACKOAK 500KV | L500.GREENLANDGAP-MEADOWBROOK.540,,
LAUSCHTO230 KV  LAU-SAK4 | 500/230.CONASTONE.500-4,LAUSCHTO_230 KV_LAU-SAK4:500/230.Conastone.500-4,LAUSCHTO 230KV - SAKRON 230KV (LAUSCHTO 230 KV LAU-SAK4) | 500/230.Conastone.500-4
BETHESDA138 KV  BET-HAR6 | ACTUAL,BETHESDA_138 KV_BET-HAR6:ACTUAL,
FLINT_230KVFLI-UPP_1_LN | RAS.500/230.PEACHBOTTOM.T1 + MUDDYRUN.U5-8,FLINT_230 KV_FLI-UPP:RAS.500/230.PeachBottom.T1 + MuddyRun.U5-8,FLINT 230KV - UPPERMER 230KV (FLINT 230 KV FLI-UPP) | RAS.500/230.PeachBottom.T1 + MuddyRun.U5-8
BEDINGTO_138KVBED-HAR_1_LN | L500.BEDINGTON-DOUBS,BEDINGTO_138 KV_BED-HAR:L500.Bedington-Doubs,BEDINGTO 138KV - HARMOJCT 138KV (BEDINGTO 138 KV BED-HAR) | L500.Bedington-Doubs
GLENLYN 138 KV GLENLYN -PROGRESS GLE1-PRO | L765.JACKSONSFERRY-CLOVERDALE + RELAY.FAIL,WESTGLOW_138 KV_WES-WUR:L765.JacksonsFerry-Cloverdale + Relay.Fail,PROGRESS 138KV - GLENLYN 138KV (GLENLYN 138 KV GLE1-PRO) | L765.JacksonsFerry-Cloverdale + Relay.Fail
KEENEY 230 KV KEENEY-STEELE 23009 | L230.CARTANZA-SILVERRUN.23032,KEENEY_230 KV_AT20:L230.Keeney-Steele.23009,KEENEY 230KV - STEELE 230KV (KEENEY 230 KV KEE-STE9) | L230.Cartanza-SilverRun.23032
CHAPELST_138KVCHA-HAR_1_LN | L138.HARMONY-KIAMENSI.13828,CHAPELST_138 KV_CHA-HAR:L138.Harmony-Kiamensi.13828,HARMONY 138KV - CHAPELST 138KV (CHAPELST 138 KV CHA-HAR) | L138.Harmony-Kiamensi.13828
COLONIAL 115 KV COL.PIPE-RRIDGE2 110512 | L500.BRIGHTON-CONASTONE.5011,COLONIAL_115 KV_COL-GLE2:L500.Brighton-Conastone.5011,COLONIAL 115KV - GLENARM 115KV (COLONIAL 115 KV COL-GLE1) | L500.Brighton-Conastone.5011
CROMBY_69KVCRO-MOS1_1_LN | ACTUAL,CROMBY_69 KV_CRO-MOS1:ACTUAL,
DARLEYRD_69KVDAR-NAA_1_LN | L500.KEENEY-ROCKSPRINGS.5025,DARLEYRD_69 KV_DAR-NAA:L500.Keeney-RockSprings.5025,NAAMANS 69KV - DARLEYRD 69KV (DARLEYRD 69 KV DAR-NAA) | L500.Keeney-RockSprings.5025
MIDDLETO 138 KV MIDDLETO-MTPLEASN 13808-2 | KEENEY-STEELE.23001,MIDDLETO 138-MTPLEASN 138,MTPLEASN 138KV - MIDDLETO 138KV (MIDDLETO 138 KV MID-MTP) | Keeney-Steele.23001
KAMMER2 765 KV  400 | TIDD.CARDINAL.U1,KAMMER2_765 KV_400:Tidd.Cardinal.U1,KAMMER2 765KV - KAMMER2 345KV (KAMMER2 765 KV 400) | Tidd.Cardinal.U1
MAKAHOY 138 KV  MAK-STR | L765.DUMONT-SORENSON,MAKAHOY_138 KV_MAK-STR:L765.Dumont-Sorenson,STRAWTON 138KV - MAKAHOY 138KV (MAKAHOY 138 KV MAK-STR) | L765.Dumont-Sorenson
LAKIN 138 KV LAKIN-GAVINAEP | L138.GAVIN-SPORN.2,,LAKIN 138KV - GAVINAEP 138KV (LAKIN 138 KV LAK-GAV1) | L138.Gavin-Sporn.2
MILLBROO138 KV  MIL-SIN1 | L765.MARYSVILLE-SORENSON,MILLBROO_138 KV_MIL-SIN1:L765.Marysville-Sorenson,MILLBROO 138KV - SINKINGS 138KV (MILLBROO 138 KV MIL-SIN1) | L765.Marysville-Sorenson
LENOX   115 KV  LEN-MAC | L500.HOPATCONG-LACKAWANNA.5063,LENOX_115 KV_LEN-MAC:L500.Hopatcong-Lackawanna.5063,LENOX 115KV - MACNEW_T 115KV (LENOX 115 KV LEN-MAC) | L500.Hopatcong-Lackawanna.5063
WEFOSTOR138 KV  WES-WOOD | L345.EASTLIMA-FOSTORIACENTRAL,WEFOSTOR_138 KV_WES-WOOD:L345.EastLima-FostoriaCentral,WEFOSTOR138 KV  WEF-02W1 | L345.EastLima-FostoriaCentral
N LAKE GENEVA TAP BURLINGTON 138KV FLO UNIVERSITY MUKWONAGO 138 | UNIVERSITY-MUKWONAGO 138KV,,
COLONIAL 115 KV COL.PIPE-GLENARM1 110511 | L230.GRACETON-BAGLEY-RAPHAELROAD.2305,COLONIAL_115 KV_COL-ROC2:L230.Graceton-Bagley-RaphaelRoad.2305,COLONIAL 115KV - GLENARM 115KV (COLONIAL 115 KV COL-GLE1) | L230.Graceton-Bagley-RaphaelRoad.2305
MIDDLETO 138 KV MIDDLETO-MTPLEASN 13808-2 | L230.KEENEY-STEELE.23009,MIDDLETO 138-MTPLEASN 138,MTPLEASN 138KV - MIDDLETO 138KV (MIDDLETO 138 KV MID-MTP) | L230.Keeney-Steele.23009
DIMMICK 138 KV  08D-POR1 | ACTUAL,DIMMICK_138 KV_08D-POR1:ACTUAL,PORTUNIO 138KV - DIMMICK 138KV (DIMMICK 138 KV 08D-POR1) | L345.Pierce-Foster
BUTL APS 138 KV BUTL APS-KARNSCIT KC-BT | L500.KEYSTONE-SOUTHBEND.5001(513),BUTL APS_138 KV_BUT-KAR:L500.Keystone-SouthBend.5001(513),BUTL APS 138KV - KARNSCIT 138KV (BUTL APS 138 KV BUT-KAR) | L500.Keystone-SouthBend.5001(513)
STAFFORD 230 KV 2104B | ACTUAL,STAFFORD_230 KV_2104B:ACTUAL,CRANESCR 230KV - STAFFORD 230KV (STAFFORD 230 KV 2104B) | L500.Midlothian-NorthAnna.576
GORDONSV230 KV  TX1 | L230.GORDONSVILLE-CASHCORN-HOLLYMEAD.2135,GORDONSV_230 KV_TX1:L230.Gordonsville-CashCorn-Hollymead.2135,GORDONSV 230KV - GORDONSV 115KV (GORDONSV 230 KV TX1) | L230.Gordonsville-CashCorn-Hollymead.2135
GRANDVIE_115KVGRA-HAY_1_LN | L115.ECLIPSE-PINEY.1038,GRANDVIE_115 KV_GRA-HAY:L115.Eclipse-Piney.1038,HAYNIE 115KV - GRANDVIE 115KV (GRANDVIE 115 KV GRA-HAY) | L115.Eclipse-Piney.1038
TODD 69 KV TODD-VIENNALO 6702-1 | 138/69.EASTON.AT1 + L138.STEELE-EASTON.13712,EASTON 69-EASTON 138,VIENNA-VIENNALO 6702-2      A  69 KV | 138/69.Easton.AT1 + L138.Steele-Easton.13712
QUARRY_69KVQUA-SFA_1_LN | L500.HOSENSACK-STEELCITY.5032,QUARRY_230 KV_1:L500.Hosensack-SteelCity.5032,QUARRY 69KV - SFARMERS 69KV (QUARRY 69 KV QUA-SFA) | L500.Hosensack-SteelCity.5032
111_ELEC_T7_345TR81CT-P_XF | 345L11124 ELECTRIC JCT-LOMBARD 345 KV LINE,111 ELEC_345 KV_TR81CT-P:345L11124 Electric Jct-Lombard 345 kV Line,111 ELEC 345KV - 111 ELEC 1KV (111 ELEC 345 KV TR81CT-P) | 345L11124 Electric Jct-Lombard 345 kV Line
CARLOJCT 138 KV CARLOJCT-RIDGELEY AR3 | L500.BLACKOAK-HATFIELD,BLACKOAK_138 KV_BLA-CRS:L500.BlackOak-Hatfield,RIDGELEY 138KV - CUMB APS 138KV (CUMB APS 138 KV CUM-RID) | L500.BlackOak-Hatfield
JORDAN - W FRANKFORT E 138 KV L/O W FRANKFORT E - MT VERNON 345 KV | MT VERNON-EWFKF3 345 KV,E W FKF3_345 KV_TR 1:Mt Vernon-EWFKF3 345 kV,W Frankfort W Frankfort E 138kV l/o West Frankfort E Mt Vernon 345kV | Mt Vernon-EWFKF3 345 kV
BUTL_APS_138KVBUT-KAR_1_LN | L345.HANDSOMELAKE-WAYNE,BUTL APS_138 KV_BUT-KAR:L345.HandsomeLake-Wayne,BUTL APS 138KV - KARNSCIT 138KV (BUTL APS 138 KV BUT-KAR) | L345.HandsomeLake-Wayne
CLIFTON 500 KV  TX2 | L500.LOUDOUN-MORRISVILLE.569,CLIFTON_500 KV_TX2:L500.Loudoun-Morrisville.569,CLIFTON 500KV - CLIFTON 230KV (CLIFTON 500 KV TX2) | L500.Loudoun-Morrisville.569
PLUM    138 KV  PLU-UNI | L500.SOUTHBEND-YUKON,PLUM_138 KV_PLU-UNI:L500.SouthBend-Yukon,PLUM 138KV - UNIVERSA 138KV (PLUM 138 KV PLU-UNI) | L500.SouthBend-Yukon
SHAWVILL 230 KV SHAWVILL BNK 2A-P XFORMER | SHAWVILLE.U1,SHAWVILL_230 KV_BNK 1A-P:Shawville.U2,SHAWVILL 230KV - SHAWVILL 1KV (SHAWVILL 230 KV BNK 2A-P) | Shawville.U1
BRIGHTON500 KV  BRI-WAU | L500.BURCHESHILL-POSSUMPOINT.560,BRIGHTON_500 KV_BRI-WAU:L500.BurchesHill-PossumPoint.560,BRIGHTON 500KV - WAUGHCHA 500KV (BRIGHTON 500 KV BRI-WAU) | L500.BurchesHill-PossumPoint.560
FRANKLIN 115 KV FRANKLIN-WWHARTON J932-1 | ACTUAL,FRANKLIN_115 KV_FRA-WWHJ:ACTUAL,
POLANDRD230 KV  2183A | L230.EVERGREENMILLS-BRABLETON.2172,POLANDRD_230 KV_2183A:L230.EvergreenMills-Brableton.2172,BRAMBLET 230KV - POLANDRD 230KV (POLANDRD 230 KV 2183A) | L230.EvergreenMills-Brableton.2172
HOMERCIT345 KV  HOM-MAI | L230.ETOWANDA-HILLSIDE.2002 [NYISO],HOMERCIT_345 KV_HOM-MAI:L230.ETowanda-Hillside.2002 [NYISO],HOMERCIT345 KV  HOM-MAI | BASE
CEDARCRE230 KV  AT20 | L230.CARTANZA-MILFORD.23033,CEDARCRE_230 KV_AT20:L230.Cartanza-Milford.23033,CEDARCRE230 KV  CED-RED | L230.Cartanza-Milford.23033
171 WEMPLETOWN TR84 L/O CHERRY VALLEY-15622-SABROOKE.15622 138KV | L138.CHERRYVALLEY-15622-SABROOKE.15622,156 CHER_138 KV_15622 1:171 WEMPLETOWN TR84,156 CHER 138KV - 15622 138KV (156 CHER 138 KV 15622 1) | 171 WEMPLETOWN TR84
